TAIR ID;Name;downregulated in following transcriptomes;upregulated in following transcriptomes;the number of transcriptomes where registered as DEG (FDR<0.05);start of expression changes;1 logFC_4h_SRP017925;2 logFC_4h_SRP017926;3 logFC_4h_SRP069072;4 logFC_4h_SRP076862_root;5 logFC_4h_SRP168223;6 logFC_12h_SRP017925;7 logFC_24h_SRP017925;8 logFC_4h_SRP076862_shoot;9 logFC_4h_GSE7432;10 logFC_4h_SRP126162;11 logFC_2h_SRP118634;12 logFC_4h_SRP118634;13 logFC_4h_GSE84446;14 logFC_8h_GSE84446;15 logFC_12h_GSE84446;16 logFC_24h_GSE84446;1 FDR_4h_SRP017925;2 FDR_4h_SRP017926;3 FDR_4h_SRP069072;4 FDR_4h_SRP076862_root;5 FDR_4h_SRP168223;6 FDR_12h_SRP017925;7 FDR_24h_SRP017925;8 FDR_4h_SRP076862_shoot;9 FDR_4h_GSE7432;10 FDR_4h_SRP126162;11 FDR_2h_SRP118634;12 FDR_4h_SRP118634;13 FDR_4h_GSE84446;14 FDR_8h_GSE84446;15 FDR_12h_GSE84446;16 FDR_24h_GSE84446
AT4G30170;Peroxidase family protein(AT4G30170);3#5#7-8#10#12;;6;4h;;;-1.4;;-1.6;;-0.9;-1.5;;-1.3;;-0.4;;;;;;;1.46E-56;;3.34E-37;;0.000996421;4.52E-29;;4.45E-51;;2.77E-06;;;;
AT5G04370;S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(NAMT1);3#7;;2;4h;;;-1.4;;;;-1.5;;;;;;;;;;;;4.48E-10;;;;0.01086484;;;;;;;;;
AT3G52540;ovate family protein 18(OFP18);3;;1;4h;;;-1.4;;;;;;;;;;;;;;;;0.003542674;;;;;;;;;;;;;
AT4G31910;HXXXD-type acyl-transferase family protein(BAT1);3-4#8#12;;4;4h;;;-1.4;-0.4;;;;-0.7;;;;-0.6;;;;;;;3.71E-39;0.01150553;;;;0.001143806;;;;0.000112536;;;;
AT5G64210;alternative oxidase 2(AOX2);3#6-7;;3;4h;;;-1.4;;;-2;-2.7;;;;;;;;;;;;0.008194698;;;0.019485449;0.002628318;;;;;;;;;
AT2G22470;arabinogalactan protein 2(AGP2);3#5#8#10#12;;5;4h;;;-1.4;;-0.9;;;-1.2;;-0.7;;-0.7;;;;;;;1.40E-71;;5.45E-08;;;9.96E-23;;6.00E-12;;5.48E-07;;;;
AT1G13420;sulfotransferase 4B(ST4B);3#5;4#10;4;4h;;;-1.4;0.5;-0.9;;;;;2;;;;;;;;;2.04E-13;0.005908005;6.19E-05;;;;;1.98E-37;;;;;;
AT1G56550;RhamnoGalacturonan specific Xylosyltransferase 1(RGXT3);3#5#8#10#12;;5;4h;;;-1.4;;-1.1;;;-1.9;;-0.6;;-0.5;;;;;;;4.67E-07;;4.33E-05;;;1.17E-07;;6.24E-05;;0.02838402;;;;
AT5G58500;LIGHT-DEPENDENT SHORT HYPOCOTYLS-like protein (DUF640)(LSH5);3#14;;2;4h;;;-1.4;;;;;;;;;;;-0.7;;;;;0.005811254;;;;;;;;;;;0.011687276;;
AT1G04877;;3;;1;4h;;;-1.4;;;;;;;;;;;;;;;;0.008376345;;;;;;;;;;;;;
AT1G11735;ncRNA(MIR171b);3;;1;4h;;;-1.4;;;;;;;;;;;;;;;;0.002812192;;;;;;;;;;;;;
AT1G24130;Transducin/WD40 repeat-like superfamily protein(AT1G24130);3-4#8#10;;4;4h;;;-1.4;-0.9;;;;-1.6;;-0.8;;;;;;;;;1.57E-05;0.016093157;;;;0.035321494;;0.036398661;;;;;;
AT2G06200;growth-regulating factor 6(GRF6);3;;1;4h;;;-1.3;;;;;;;;;;;;;;;;0.003342198;;;;;;;;;;;;;
AT5G42040;regulatory particle non-ATPase 12B(RPN12b);3;10;2;4h;;;-1.3;;;;;;;3.3;;;;;;;;;0.04;;;;;;;0.02571931;;;;;;
AT1G29395;COLD REGULATED 314 INNER MEMBRANE 1(COR413IM1);3#7-8;;3;4h;;;-1.3;;;;-1.7;-2.7;;;;;;;;;;;1.87E-09;;;;0.015675656;3.40E-09;;;;;;;;
AT5G26660;myb domain protein 86(MYB86);3#8#10;;3;4h;;;-1.3;;;;;-1.3;;-1.7;;;;;;;;;0.000303747;;;;;0.018076809;;1.91E-20;;;;;;
AT5G48540;receptor-like protein kinase-related family protein(AT5G48540);3-5#8;;4;4h;;;-1.3;-1.4;-1.1;;;-2.3;;;;;;;;;;;0.000384053;0.00011182;0.021997526;;;0.000398457;;;;;;;;
AT3G57010;Calcium-dependent phosphotriesterase superfamily protein(AT3G57010);3#6-8#12#14;;6;4h;;;-1.3;;;-0.8;-0.9;-1;;;;-0.3;;-0.7;;;;;1.19E-57;;;0.012149415;0.004980285;2.87E-17;;;;0.020355112;;0.015859737;;
AT3G27690;photosystem II light harvesting complex protein 2.3(LHCB2.3);3-4#8#12;;4;4h;;;-1.3;-3.6;;;;-3.9;;;;-1.1;;;;;;;2.40E-15;0.018156161;;;;1.43E-21;;;;3.16E-10;;;;
AT4G29030;Putative membrane lipoprotein(AT4G29030);3#6-7;;3;4h;;;-1.3;;;-1.3;-2.2;;;;;;;;;;;;0.007963209;;;0.006514116;3.33E-06;;;;;;;;;
AT3G45700;Major facilitator superfamily protein(AT3G45700);3#5#8#10#12;;5;4h;;;-1.3;;-0.8;;;-0.7;;-0.6;;-0.9;;;;;;;6.65E-17;;0.000392025;;;0.01136264;;0.000106144;;1.07E-10;;;;
AT1G13300;myb-like transcription factor family protein(HRS1);3#5;;2;4h;;;-1.3;;-0.7;;;;;;;;;;;;;;0.000475398;;0.0203871;;;;;;;;;;;
AT1G14240;GDA1/CD39 nucleoside phosphatase family protein(AT1G14240);3#5-8#10;;6;4h;;;-1.3;;-1;-1.1;-1.8;-0.8;;-0.8;;;;;;;;;6.32E-18;;1.28E-07;0.005932314;6.51E-06;0.002447879;;6.95E-07;;;;;;
AT2G15370;fucosyltransferase 5(FUT5);3#5#7#10#12-13;;6;4h;;;-1.3;;-1.5;;-2;;;-1.6;;-0.7;-1;;;;;;0.011139959;;3.71E-06;;0.01086484;;;1.31E-17;;0.003138683;0.023581343;;;
AT5G10580;plant/protein (Protein of unknown function, DUF599)(AT5G10580);3-4#8;;3;4h;;;-1.3;-0.4;;;;-0.8;;;;;;;;;;;9.64E-06;0.0111862;;;;0.015825686;;;;;;;;
AT5G01760;ENTH/VHS/GAT family protein(AT5G01760);3;;1;4h;;;-1.3;;;;;;;;;;;;;;;;0.001181731;;;;;;;;;;;;;
AT4G16447;hypothetical protein(AT4G16447);3#8#10;;3;4h;;;-1.3;;;;;-4.4;;-0.7;;;;;;;;;0.040000181;;;;;4.77E-05;;0.039179204;;;;;;
AT5G50130;NAD(P)-binding Rossmann-fold superfamily protein(AT5G50130);3#8;16;3;4h;;;-1.3;;;;;-5.2;;;;;;;;1.4;;;0.022614565;;;;;0.009646508;;;;;;;;0.014644915
AT2G30520;Phototropic-responsive NPH3 family protein(RPT2);3-4#8#12;;4;4h;;;-1.3;-1.6;;;;-3;;;;-0.2;;;;;;;6.35E-45;1.74E-26;;;;8.72E-165;;;;0.007197099;;;;
AT4G15765;FAD/NAD(P)-binding oxidoreductase family protein(AT4G15765);3#5;;2;4h;;;-1.3;;-1.2;;;;;;;;;;;;;;3.73E-11;;0.018409333;;;;;;;;;;;
AT3G62040;Haloacid dehalogenase-like hydrolase (HAD) superfamily protein(AT3G62040);3-4#9-10#12;;5;4h;;;-1.3;-0.8;;;;;-1;-0.8;;-0.9;;;;;;;2.66E-18;5.74E-07;;;;;0.0165811;2.45E-08;;3.97E-08;;;;
AT5G23400;Leucine-rich repeat (LRR) family protein(AT5G23400);3-5#8-10#12-16;;11;4h;;;-1.3;-0.9;-1.2;;;-1;-1.2;-1.8;;-0.4;-1.3;-1;-1.3;-0.9;;;2.54E-14;0.017128848;3.85E-06;;;0.006538944;0.029136054;1.63E-17;;0.017325472;0.019329556;0.007179807;0.014181812;0.015301129
AT1G64210;Leucine-rich repeat protein kinase family protein(AT1G64210);3;;1;4h;;;-1.3;;;;;;;;;;;;;;;;0.040679452;;;;;;;;;;;;;
AT2G41300;strictosidine synthase-like 1(SSL1);3#16;;2;4h;;;-1.3;;;;;;;;;;;;;-0.8;;;0.007485483;;;;;;;;;;;;;0.027777553
AT5G49520;WRKY DNA-binding protein 48(WRKY48);3#5#12;;3;4h;;;-1.3;;-1.4;;;;;;;-0.7;;;;;;;7.84E-07;;0.006286106;;;;;;;0.030465728;;;;
AT3G49070;transmembrane protein, putative (DUF677)(AT3G49070);3#16;5;3;4h;;;-1.3;;2;;;;;;;;;;;-1.1;;;0.036325375;;0.001043211;;;;;;;;;;;0.005964734
AT3G06778;Chaperone DnaJ-domain superfamily protein(AT3G06778);3;;1;4h;;;-1.3;;;;;;;;;;;;;;;;0.001106799;;;;;;;;;;;;;
AT3G06880;Transducin/WD40 repeat-like superfamily protein(AT3G06880);3#7-8;;3;4h;;;-1.3;;;;-2.5;-1;;;;;;;;;;;1.25E-14;;;;0.00214513;0.000772538;;;;;;;;
AT5G45920;SGNH hydrolase-type esterase superfamily protein(AT5G45920);3#7-8;;3;4h;;;-1.3;;;;-1.1;-4.5;;;;;;;;;;;7.23E-05;;;;0.032586834;0.032953098;;;;;;;;
AT5G42830;HXXXD-type acyl-transferase family protein(AT5G42830);3;;1;4h;;;-1.3;;;;;;;;;;;;;;;;0.014445187;;;;;;;;;;;;;
AT4G22810;Putative AT-hook DNA-binding family protein(AT4G22810);3#5#10;;3;4h;;;-1.3;;-0.7;;;;;-0.8;;;;;;;;;1.08E-13;;0.007858138;;;;;5.79E-08;;;;;;
AT2G35980;Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family(YLS9);3#8-10;;4;4h;;;-1.3;;;;;-1.6;-1.1;-0.8;;;;;;;;;0.022799873;;;;;0.005880464;0.033385589;0.00415976;;;;;;
AT5G57670;Protein kinase superfamily protein(AT5G57670);3#5#7#14;;4;4h;;;-1.3;;-0.9;;-2.1;;;;;;;-0.7;;;;;1.25E-05;;0.038218438;;0.04;;;;;;;0.009432687;;
AT1G25440;B-box type zinc finger protein with CCT domain-containing protein(BBX15);3#8#12;;3;4h;;;-1.3;;;;;-1.1;;;;-0.4;;;;;;;1.58E-21;;;;;5.34E-06;;;;8.16E-06;;;;
AT4G06534;transmembrane protein(AT4G06534);3#8;;2;4h;;;-1.3;;;;;-3.1;;;;;;;;;;;0.002073791;;;;;2.74E-05;;;;;;;;
AT1G63295;Remorin family protein(AT1G63295);3;;1;4h;;;-1.3;;;;;;;;;;;;;;;;0.018067371;;;;;;;;;;;;;
AT4G13180;NAD(P)-binding Rossmann-fold superfamily protein(AT4G13180);08.μΰπ;;6;4h;;;-1.3;-0.6;-0.8;-0.8;-0.7;-0.8;;;;;;;;;;;6.06E-44;5.08E-08;2.70E-05;0.016043184;0.041345516;1.29E-05;;;;;;;;
AT2G31990;Exostosin family protein(AT2G31990);3#13-14#16;;4;4h;;;-1.3;;;;;;;;;;-1;-0.9;;-0.7;;;0.000460874;;;;;;;;;;0.036669949;0.015426206;;0.033471252
AT4G11190;Disease resistance-responsive (dirigent-like protein) family protein(AT4G11190);3-5#7-9#12-13#16;;9;4h;;;-1.2;-0.7;-1.4;;-0.8;-0.7;-1.4;;;-1.9;-2.2;;;-1.7;;;1.11E-95;5.32E-07;1.03E-20;;0.012806757;4.94E-05;0.007468733;;;4.59E-09;0.036077503;;;0.038737806
AT4G31380;flowering-promoting factor-like protein(FLP1);3;;1;4h;;;-1.2;;;;;;;;;;;;;;;;8.05E-29;;;;;;;;;;;;;
AT4G19370;chitin synthase, putative (DUF1218)(AT4G19370);3#9-10;15;4;4h;;;-1.2;;;;;;-1.1;-1;;;;;0.9;;;;0.000841646;;;;;;0.010519839;0.000446125;;;;;0.023143722;
AT4G29800;PATATIN-like protein 8(PLP8);3#5#8;;3;4h;;;-1.2;;-1.1;;;-3;;;;;;;;;;;0.00165084;;0.00144399;;;6.14E-07;;;;;;;;
AT4G37530;Peroxidase superfamily protein(AT4G37530);3-4#8#10#12;;5;4h;;;-1.2;-0.5;;;;-0.9;;-0.5;;-0.8;;;;;;;0.000422475;0.041314828;;;;0.026091006;;0.002025024;;6.00E-06;;;;
AT5G65100;Ethylene insensitive 3 family protein(AT5G65100);3;;1;4h;;;-1.2;;;;;;;;;;;;;;;;0.040185573;;;;;;;;;;;;;
AT5G38000;Zinc-binding dehydrogenase family protein(AT5G38000);3#7#13-14;;4;4h;;;-1.2;;;;-2.1;;;;;;-2.8;-2.8;;;;;9.21E-10;;;;0.000102959;;;;;;0.027599858;0.033063053;;
AT2G45660;AGAMOUS-like 20(AGL20);3;;1;4h;;;-1.2;;;;;;;;;;;;;;;;0.024743187;;;;;;;;;;;;;
AT5G53110;RING/U-box superfamily protein(AT5G53110);3;;1;4h;;;-1.2;;;;;;;;;;;;;;;;0.002166805;;;;;;;;;;;;;
AT4G25810;xyloglucan endotransglycosylase 6(XTR6);3#5#8-10#14-15;;7;4h;;;-1.2;;-0.9;;;-1.3;-1.5;-1.9;;;;-1.6;-1.4;;;;2.28E-23;;0.023927281;;;7.81E-14;0.026105805;2.04E-11;;;;0.002585728;0.016518465;
AT4G36500;hypothetical protein(AT4G36500);3#5#8#10#12;;5;4h;;;-1.2;;-1.3;;;-1.1;;-0.7;;-0.5;;;;;;;8.94E-07;;5.33E-05;;;0.012779115;;0.005335388;;0.00030317;;;;
AT3G15990;"sulfate transporter 3;4(SULTR3;4)";3#8#10#14-15;;5;4h;;;-1.2;;;;;-1.2;;-0.9;;;;-1.3;-1;;;;3.84E-05;;;;;0.015599614;;0.001135178;;;;0.003737224;0.01756546;
AT2G25000;WRKY DNA-binding protein 60(WRKY60);3;;1;4h;;;-1.2;;;;;;;;;;;;;;;;0.003593729;;;;;;;;;;;;;
AT2G38500;2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT2G38500);3#5;;2;4h;;;-1.2;;-1.5;;;;;;;;;;;;;;0.001884905;;7.84E-09;;;;;;;;;;;
AT5G05270;Chalcone-flavanone isomerase family protein(CHIL);3#8;;2;4h;;;-1.2;;;;;-1.3;;;;;;;;;;;0.017393997;;;;;0.000492449;;;;;;;;
AT3G15760;cytochrome P450 family protein(AT3G15760);3#8;16;3;4h;;;-1.2;;;;;-1.5;;;;;;;;0.7;;;9.18E-08;;;;;0.000194295;;;;;;;;0.034571676
AT1G20030;Pathogenesis-related thaumatin superfamily protein(AT1G20030);3#6-8#12#14-15;;7;4h;;;-1.2;;;-1.2;-1.9;-2.8;;;;-0.8;;-0.8;-0.9;;;;0.000147623;;;0.010773878;2.76E-05;9.35E-06;;;;0.024187612;;0.007939585;0.011614963;
AT2G14878;ncRNA(AT2G14878);3-4#8;10;4;4h;;;-1.2;-0.5;;;;-1;;0.4;;;;;;;;;2.89E-131;0.000669242;;;;5.32E-13;;0.01691403;;;;;;
AT4G38320;heptahelical protein 5(HHP5);3#8#10;;3;4h;;;-1.2;;;;;-0.6;;-0.5;;;;;;;;;0.025036866;;;;;0.029564405;;0.036075274;;;;;;
AT2G47485;hypothetical protein(AT2G47485);3#5#8;;3;4h;;;-1.2;;-1;;;-1.3;;;;;;;;;;;1.43E-10;;2.50E-05;;;0.000688366;;;;;;;;
AT2G45220;Plant invertase/pectin methylesterase inhibitor superfamily(AT2G45220);3#5-8#10#12;;7;4h;;;-1.2;;-1.6;-1.1;-1.8;-1.9;;-0.6;;-0.7;;;;;;;0.000118404;;0.006304269;8.84E-05;1.14E-10;1.46E-11;;2.80E-05;;1.70E-10;;;;
AT4G17220;microtubule-associated proteins 70-5(MAP70-5);3#5#8#10#12;;5;4h;;;-1.2;;-1.2;;;-1.8;;-1.2;;-1.1;;;;;;;4.00E-08;;0.000112655;;;1.93E-07;;1.67E-11;;4.26E-05;;;;
AT1G03820;E6-like protein(AT1G03820);3-4#7#9#14#16;;6;4h;;;-1.2;-1.7;;;-2.1;;-1.4;;;;;-1.5;;-1.8;;;0.000550221;0.000506976;;;0.026622702;;0.009299181;;;;;0.012413349;;0.022811379
AT3G26310;cytochrome P450, family 71, subfamily B, polypeptide 35(CYP71B35);3;;1;4h;;;-1.2;;;;;;;;;;;;;;;;1.94E-05;;;;;;;;;;;;;
AT4G02410;Concanavalin A-like lectin protein kinase family protein(AT4G02410);3#8;;2;4h;;;-1.2;;;;;-1.5;;;;;;;;;;;1.22E-07;;;;;0.020652272;;;;;;;;
AT1G70880;Polyketide cyclase/dehydrase and lipid transport superfamily protein(AT1G70880);3#5#8#12#15-16;;6;4h;;;-1.2;;-1.2;;;-1.5;;;;-1;;;-1.4;-1.7;;;0.000106988;;1.00E-11;;;0.000136845;;;;0.030566063;;;0.012188881;0.005815255
AT4G33330;plant glycogenin-like starch initiation protein 3(PGSIP3);3#10#12;;3;4h;;;-1.2;;;;;;;-1.1;;-0.8;;;;;;;0.012646675;;;;;;;0.000126377;;0.018404121;;;;
AT5G59090;subtilase 4.12(SBT4.12);3;4-6#14-15;6;4h;;;-1.2;0.4;0.6;0.7;;;;;;;;1.2;1.1;;;;6.36E-56;8.60E-07;0.000247125;0.0293359;;;;;;;;0.006716078;0.041476062;
AT1G78120;Tetratricopeptide repeat (TPR)-like superfamily protein(TPR12);3#8#12;;3;4h;;;-1.2;;;;;-1.4;;;;-0.4;;;;;;;2.69E-05;;;;;0.02023592;;;;0.01535568;;;;
AT3G05980;hypothetical protein(AT3G05980);3#5#8;;3;4h;;;-1.2;;-1.1;;;-1.7;;;;;;;;;;;0.04;;0.037187006;;;0.026390378;;;;;;;;
AT5G03260;laccase 11(LAC11);3#10#16;;3;4h;;;-1.2;;;;;;;-0.3;;;;;;-1.3;;;1.15E-18;;;;;;;0.03716395;;;;;;0.006389239
AT3G22550;NAD(P)H-quinone oxidoreductase subunit, putative (DUF581)(AT3G22550);3#5#9-10#14-16;;7;4h;;;-1.2;;-1.7;;;;-0.7;-0.7;;;;-1.2;-1.5;-1;;;0.002542786;;0.014378623;;;;0.042075566;0.007358192;;;;0.022063662;0.021959368;0.020355264
AT3G60220;TOXICOS EN LEVADURA 4(ATL4);3#5#8#10#12-13;;6;4h;;;-1.2;;-1.1;;;-1;;-1.8;;-0.7;-0.6;;;;;;2.72E-13;;0.00444099;;;0.004303648;;2.83E-07;;0.016926613;0.040656631;;;
AT5G25160;zinc finger protein 3(ZFP3);3;;1;4h;;;-1.2;;;;;;;;;;;;;;;;0.029770286;;;;;;;;;;;;;
AT4G15380;cytochrome P450, family 705, subfamily A, polypeptide 4(CYP705A4);3;;1;4h;;;-1.2;;;;;;;;;;;;;;;;0.037602439;;;;;;;;;;;;;
AT5G39580;Peroxidase superfamily protein(AT5G39580);3#8;4#16;4;4h;;;-1.2;0.7;;;;-0.9;;;;;;;;2.9;;;5.77E-24;0.000115505;;;;3.11E-09;;;;;;;;0.036477399
AT5G26280;TRAF-like family protein(AT5G26280);3-5#8;10#13-15;8;4h;;;-1.2;-0.5;-0.5;;;-0.8;;0.3;;;0.9;1.1;1.3;;;;4.49E-96;4.66E-09;0.00052372;;;5.54E-13;;0.02741224;;;0.026871632;0.003584778;0.019497773;
AT4G04850;K+ efflux antiporter 3(KEA3);3#8#12;;3;4h;;;-1.2;;;;;-2.3;;;;-0.3;;;;;;;6.02E-12;;;;;3.55E-13;;;;0.000325149;;;;
AT2G47600;magnesium/proton exchanger(MHX);3-5#8;;4;4h;;;-1.2;-0.6;-0.5;;;-1;;;;;;;;;;;7.24E-57;0.000961555;0.043031385;;;5.57E-10;;;;;;;;
AT1G13710;cytochrome P450, family 78, subfamily A, polypeptide 5(CYP78A5);3;;1;4h;;;-1.2;;;;;;;;;;;;;;;;2.50E-09;;;;;;;;;;;;;
AT1G80050;adenine phosphoribosyl transferase 2(APT2);04.μΰπ;13#15;4;4h;;;-1.1;-0.9;;;;;;;;;0.6;;0.9;;;;1.62E-05;0.00067577;;;;;;;;;0.028535263;;0.022300283;
AT5G38970;brassinosteroid-6-oxidase 1(BR6OX1);3-5#10#12#14;;6;4h;;;-1.1;-2.1;-1.8;;;;;-1.1;;-1.1;;-0.8;;;;;1.96E-07;3.47E-05;6.76E-06;;;;;0.000445018;;0.003700926;;0.007202306;;
AT5G63450;cytochrome P450, family 94, subfamily B, polypeptide 1(CYP94B1);3#5-6#8;;4;4h;;;-1.1;;-2.4;-1;;-2;;;;;;;;;;;1.24E-11;;9.79E-05;0.037757839;;4.70E-08;;;;;;;;
AT3G15356;Legume lectin family protein(AT3G15356);3#5#8;10;4;4h;;;-1.1;;-0.8;;;-0.7;;0.9;;;;;;;;;3.86E-65;;1.24E-05;;;8.97E-06;;1.84E-06;;;;;;
AT3G54363;hypothetical protein(AT3G54363);3;;1;4h;;;-1.1;;;;;;;;;;;;;;;;0.003875331;;;;;;;;;;;;;
AT3G02830;zinc finger protein 1(ZFN1);3#6#8#10#12;;5;4h;;;-1.1;;;-1.3;;-1.2;;-0.7;;-0.3;;;;;;;2.98E-16;;;0.023136431;;6.72E-06;;0.011103407;;0.01197358;;;;
AT3G48020;hypothetical protein(AT3G48020);3#5#8#14-15;;5;4h;;;-1.1;;-1.4;;;-2.5;;;;;;-0.8;-0.8;;;;5.82E-07;;0.013898373;;;0.000475985;;;;;;0.023103094;0.010083841;
AT5G61290;Flavin-binding monooxygenase family protein(AT5G61290);3-4#9-10#12;;5;4h;;;-1.1;-1.5;;;;;-1.3;-1.7;;-1.4;;;;;;;0.044018588;3.18E-05;;;;;0.0165811;5.99E-05;;0.000452511;;;;
AT3G28070;nodulin MtN21 /EamA-like transporter family protein(UMAMIT46);3;;1;4h;;;-1.1;;;;;;;;;;;;;;;;0.006999654;;;;;;;;;;;;;
AT1G52855;hypothetical protein(AT1G52855);3#7;;2;4h;;;-1.1;;;;-1.4;;;;;;;;;;;;0.004075724;;;;0.012598938;;;;;;;;;
AT5G06400;Pentatricopeptide repeat (PPR) superfamily protein(AT5G06400);3;;1;4h;;;-1.1;;;;;;;;;;;;;;;;0.014305669;;;;;;;;;;;;;
AT2G37130;Peroxidase superfamily protein(AT2G37130);3-5#8#12;7#15;7;4h;;;-1.1;-0.4;-0.7;;1;-0.3;;;;-0.4;;;1.3;;;;0;1.04E-05;0.000349225;;0.004213532;0.000298084;;;;0.000253317;;;0.013474722;
AT1G58340;MATE efflux family protein(ZF14);3#8;6;3;4h;;;-1.1;;;0.8;;-3.1;;;;;;;;;;;0.001813634;;;0.022714622;;1.46E-05;;;;;;;;
AT5G16350;O-acyltransferase (WSD1-like) family protein(AT5G16350);3#5#7#12;;4;4h;;;-1.1;;-1.6;;-1.3;;;;;-0.8;;;;;;;9.31E-06;;3.67E-06;;0.021210044;;;;;0.001078641;;;;
AT5G48490;Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT5G48490);3#8;;2;4h;;;-1.1;;;;;-2.3;;;;;;;;;;;0.007419678;;;;;1.17E-07;;;;;;;;
AT1G73590;Auxin efflux carrier family protein(PIN1);3#10#12;;3;4h;;;-1.1;;;;;;;-0.5;;-0.5;;;;;;;4.09E-07;;;;;;;0.001801208;;0.000887477;;;;
AT2G15220;Plant basic secretory protein (BSP) family protein(AT2G15220);3#8;;2;4h;;;-1.1;;;;;-1.3;;;;;;;;;;;0.000855971;;;;;0.012203433;;;;;;;;
AT5G48290;Heavy metal transport/detoxification superfamily protein(AT5G48290);3#5;;2;4h;;;-1.1;;-0.7;;;;;;;;;;;;;;0.001389233;;0.041910899;;;;;;;;;;;
AT3G16470;Mannose-binding lectin superfamily protein(JR1);3#5-8#12;;6;4h;;;-1.1;;-1;-1;-1.5;-0.6;;;;-0.3;;;;;;;2.50E-181;;0.030956301;1.69E-06;4.48E-11;9.99E-07;;;;0.001984003;;;;
AT2G15490;UDP-glycosyltransferase 73B4(UGT73B4);3-4#6-8;;5;4h;;;-1.1;-0.4;;-1.4;-1.4;-0.9;;;;;;;;;;;2.47E-12;0.020158225;;0.004928238;0.004213532;0.005922767;;;;;;;;
AT5G23950;Calcium-dependent lipid-binding (CaLB domain) family protein(AT5G23950);3#5#8;;3;4h;;;-1.1;;-1.3;;;-1.9;;;;;;;;;;;0.012202488;;0.028738315;;;0.022695187;;;;;;;;
AT3G42800;AF-like protein(AT3G42800);3#5;9;3;4h;;;-1.1;;-1.4;;;;0.8;;;;;;;;;;2.60E-06;;0.000116423;;;;0.023565635;;;;;;;
AT2G41330;Glutaredoxin family protein(AT2G41330);3#5#12#15;;4;4h;;;-1.1;;-1.4;;;;;;;-1;;;-0.9;;;;2.49E-06;;0.00050738;;;;;;;0.00618479;;;0.019780042;
AT1G15175;ncRNA(AT1G15175);3#6;;2;4h;;;-1.1;;;-1.7;;;;;;;;;;;;;0.024631059;;;0.034675235;;;;;;;;;;
AT2G35600;BREVIS RADIX-like 1(BRXL1);3;;1;4h;;;-1.1;;;;;;;;;;;;;;;;0.027602129;;;;;;;;;;;;;
AT5G05810;RING/U-box superfamily protein(ATL43);3#5;;2;4h;;;-1.1;;-1.4;;;;;;;;;;;;;;0.000301557;;0.004222731;;;;;;;;;;;
AT5G38550;Mannose-binding lectin superfamily protein(AT5G38550);3#5;;2;4h;;;-1.1;;-1.2;;;;;;;;;;;;;;0.001129624;;0.000471036;;;;;;;;;;;
AT2G37870;Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT2G37870);3-4#6-8#14-16;;8;4h;;;-1.1;-0.3;;-0.7;-1.1;-1.4;;;;;;-2.4;-2.5;-2;;;1.24E-23;0.007949986;;0.00675883;6.32E-06;4.08E-12;;;;;;0.002786579;0.033694817;0.008852982
AT5G53590;SAUR-like auxin-responsive protein family(AT5G53590);3#8#10;;3;4h;;;-1.1;;;;;-1.2;;-0.6;;;;;;;;;2.98E-08;;;;;1.41E-05;;0.012703546;;;;;;
AT3G01350;Major facilitator superfamily protein(AT3G01350);3;;1;4h;;;-1.1;;;;;;;;;;;;;;;;0.024631059;;;;;;;;;;;;;
AT3G55660;ROP (rho of plants) guanine nucleotide exchange factor 6(ROPGEF6);3#10;;2;4h;;;-1.1;;;;;;;-0.9;;;;;;;;;0.011786014;;;;;;;0.001511835;;;;;;
AT3G09270;glutathione S-transferase TAU 8(GSTU8);3#8;;2;4h;;;-1.1;;;;;-0.9;;;;;;;;;;;1.15E-24;;;;;0.00074911;;;;;;;;
AT4G24140;alpha/beta-Hydrolases superfamily protein(AT4G24140);3#6-7#14#16;;5;4h;;;-1.1;;;-1.6;-2.8;;;;;;;-1;;-2.3;;;0.003018981;;;0.001276724;1.62E-06;;;;;;;0.014550407;;0.004567721
AT1G10480;zinc finger protein 5(ZFP5);3#8;13;3;4h;;;-1.1;;;;;-1.3;;;;;1.2;;;;;;8.60E-05;;;;;0.030762565;;;;;0.04;;;
AT5G59470;Mannose-P-dolichol utilization defect 1 protein(AT5G59470);3;;1;4h;;;-1.1;;;;;;;;;;;;;;;;0.004241247;;;;;;;;;;;;;
AT4G00700;C2 calcium/lipid-binding plant phosphoribosyltransferase family protein(AT4G00700);3#5#8#10#12;;5;4h;;;-1.1;;-0.9;;;-2.4;;-0.5;;-0.5;;;;;;;3.58E-10;;2.77E-05;;;2.29E-09;;0.003083287;;0.000718213;;;;
AT4G18890;BES1/BZR1 homolog 3(BEH3);3#10#12;;3;4h;;;-1.1;;;;;;;-0.7;;-0.6;;;;;;;0.00405143;;;;;;;0.025973276;;0.041624844;;;;
AT2G23170;Auxin-responsive GH3 family protein(GH3.3);3#5#8;6#10#16;6;4h;;;-1.1;;-1.1;0.7;;-1;;1.3;;;;;;1;;;2.83E-12;;5.37E-06;0.018332233;;0.000743593;;5.29E-08;;;;;;0.032070647
